Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;BFS-Nr;Kantonskürzel;E;N;Sprache;Validity
Beckenried;6375;00;Beckenried;1501;NW;8.477159607297063;46.927645634979264;de;2008-07-01
Emmetten;6376;00;Beckenried;1501;NW;8.484188858261774;46.95266854664291;de;2008-07-01
Buochs;6374;00;Buochs;1502;NW;8.417380752296964;46.963720949522134;de;2008-07-01
Dallenwil;6383;00;Dallenwil;1503;NW;8.383363098772328;46.92282889392316;de;2008-07-01
Wiesenberg;6383;03;Dallenwil;1503;NW;8.358854151660076;46.92328932786846;de;2008-07-01
Wirzweli;6383;04;Dallenwil;1503;NW;8.366785790033832;46.91081083626934;de;2008-07-01
Emmetten;6376;00;Emmetten;1504;NW;8.521066147436555;46.943218100391874;de;2008-07-01
Seelisberg;6377;00;Emmetten;1504;NW;8.558723804113312;46.97360567958472;de;2008-07-01
Obbürgen;6363;00;Ennetbürgen;1505;NW;8.390916764343082;46.99261748032839;de;2008-07-01
Bürgenstock;6363;02;Ennetbürgen;1505;NW;8.396595758540837;46.99575241744812;de;2008-07-01
Ennetbürgen;6373;00;Ennetbürgen;1505;NW;8.403921758549382;46.98754943861429;de;2008-07-01
Buochs;6374;00;Ennetbürgen;1505;NW;8.415662627112974;46.97944119543615;de;2008-07-01
Stansstad;6362;00;Ennetmoos;1506;NW;8.330051099446298;46.96506765876194;de;2008-07-01
Stans;6370;00;Ennetmoos;1506;NW;8.34271616731649;46.96152957213137;de;2008-07-01
Ennetmoos;6372;00;Ennetmoos;1506;NW;8.318536258071717;46.94305577380756;de;2008-07-01
Kriens;6010;00;Hergiswil (NW);1507;NW;8.252522357177245;46.9904175406698;de;2008-07-01
Eigenthal;6013;00;Hergiswil (NW);1507;NW;8.223931627146206;46.984817445774944;de;2008-07-01
Hergiswil NW;6052;00;Hergiswil (NW);1507;NW;8.27878640600345;46.9860575453326;de;2008-07-01
Stans;6370;00;Oberdorf (NW);1508;NW;8.374686673611333;46.95728889978402;de;2008-07-01
Oberdorf NW;6370;41;Oberdorf (NW);1508;NW;8.389308627928145;46.951471077505346;de;2008-07-01
Buochs;6374;00;Oberdorf (NW);1508;NW;8.40564514625024;46.95619866502505;de;2008-07-01
Büren NW;6382;00;Oberdorf (NW);1508;NW;8.411483862095201;46.94113762764162;de;2008-07-01
Niederrickenbach;6383;02;Oberdorf (NW);1508;NW;8.43600766557862;46.9317057418196;de;2008-07-01
Stansstad;6362;00;Stans;1509;NW;8.34246762265534;46.96767220686484;de;2008-07-01
Stans;6370;00;Stans;1509;NW;8.364881458482147;46.95580466025944;de;2008-07-01
Ennetmoos;6372;00;Stans;1509;NW;8.348632484742676;46.95650222022126;de;2008-07-01
Ennetbürgen;6373;00;Stans;1509;NW;8.387455785424526;46.976656834142275;de;2008-07-01
Stansstad;6362;00;Stansstad;1510;NW;8.341307036787443;46.97344856743418;de;2008-07-01
Obbürgen;6363;00;Stansstad;1510;NW;8.370251779500528;46.984831710245686;de;2008-07-01
Fürigen;6363;01;Stansstad;1510;NW;8.3510057391728;46.9822052354716;de;2008-07-01
Bürgenstock;6363;02;Stansstad;1510;NW;8.374677587651409;46.99589193966705;de;2008-07-01
Kehrsiten;6365;00;Stansstad;1510;NW;8.366159095635297;46.99465620869256;de;2008-07-01
Dallenwil;6383;00;Wolfenschiessen;1511;NW;8.395347172125724;46.930088510295796;de;2008-07-01
Niederrickenbach;6383;02;Wolfenschiessen;1511;NW;8.439387721084216;46.918931772300745;de;2008-07-01
Wolfenschiessen;6386;00;Wolfenschiessen;1511;NW;8.379087172615264;46.89576814596446;de;2008-07-01
Oberrickenbach;6387;00;Wolfenschiessen;1511;NW;8.43986117734538;46.877982793998726;de;2008-07-01
Grafenort;6388;00;Wolfenschiessen;1511;NW;8.348622316609225;46.86011483059694;de;2008-07-01
Engelberg;6390;00;Wolfenschiessen;1511;NW;8.361527841887064;46.808875172641486;de;2008-07-01
Näfels;8752;00;Glarus Nord;1630;GL;9.010832725954575;47.082083444646045;de;2008-07-01
Mollis;8753;00;Glarus Nord;1630;GL;9.0916636697406;47.095782083133116;de;2008-07-01
Netstal;8754;00;Glarus Nord;1630;GL;9.066618874802298;47.06972354283547;de;2008-07-01
Filzbach;8757;00;Glarus Nord;1630;GL;9.119638183216262;47.10897715164785;de;2008-07-01
Obstalden;8758;00;Glarus Nord;1630;GL;9.155289505419097;47.07211698689541;de;2008-07-01
Bilten;8865;00;Glarus Nord;1630;GL;9.009276748876358;47.152296101228984;de;2008-07-01
Ziegelbrücke;8866;00;Glarus Nord;1630;GL;9.056305483373691;47.13559997222225;de;2008-07-01
Niederurnen;8867;00;Glarus Nord;1630;GL;9.015106261534548;47.12910784355386;de;2008-07-01
Oberurnen;8868;00;Glarus Nord;1630;GL;9.033933976783912;47.11519585773548;de;2008-07-01
Weesen;8872;00;Glarus Nord;1630;GL;9.09457760156249;47.12595373849037;de;2008-07-01
Mühlehorn;8874;00;Glarus Nord;1630;GL;9.166955954298093;47.10259465422673;de;2008-07-01
Glarus;8750;00;Glarus Süd;1631;GL;9.075480027607504;47.02831856895632;de;2008-07-01
Ennenda;8755;00;Glarus Süd;1631;GL;9.077759255656487;47.02881469809734;de;2008-07-01
Mitlödi;8756;00;Glarus Süd;1631;GL;9.090588299355124;47.01463256697322;de;2008-07-01
Schwanden GL;8762;00;Glarus Süd;1631;GL;9.099645099709909;46.967205255513065;de;2008-07-01
Schwändi b. Schwanden;8762;02;Glarus Süd;1631;GL;9.057423828855145;47.012684460917015;de;2008-07-01
Sool;8762;03;Glarus Süd;1631;GL;9.116889930603218;47.00903130292379;de;2008-07-01
Engi;8765;00;Glarus Süd;1631;GL;9.170457004729135;46.99852884878796;de;2008-07-01
Matt;8766;00;Glarus Süd;1631;GL;9.185332424769602;46.95904421994333;de;2008-07-01
Elm;8767;00;Glarus Süd;1631;GL;9.147173994645872;46.90346007274454;de;2008-07-01
Nidfurn;8772;00;Glarus Süd;1631;GL;9.045698790129192;46.9879600097756;de;2008-07-01
Haslen GL;8773;00;Glarus Süd;1631;GL;9.071345393054662;46.96483384645278;de;2008-07-01
Leuggelbach;8774;00;Glarus Süd;1631;GL;9.031662837076395;46.979557400417086;de;2008-07-01
Luchsingen;8775;01;Glarus Süd;1631;GL;8.998687553199124;46.98016826538111;de;2008-07-01
Hätzingen;8775;02;Glarus Süd;1631;GL;9.047533462219757;46.9616888785132;de;2008-07-01
Diesbach GL;8777;00;Glarus Süd;1631;GL;9.049104394013568;46.94827983711184;de;2008-07-01
Betschwanden;8777;02;Glarus Süd;1631;GL;9.053669181701235;46.93025116891116;de;2008-07-01
Rüti GL;8782;00;Glarus Süd;1631;GL;9.019934874847168;46.93243124712258;de;2008-07-01
Linthal;8783;00;Glarus Süd;1631;GL;8.972413078342484;46.8705485537231;de;2008-07-01
Braunwald;8784;00;Glarus Süd;1631;GL;8.986873143854496;46.94218150130806;de;2008-07-01
Glarus;8750;00;Glarus;1632;GL;9.05592970637092;47.03895236490702;de;2008-07-01
Riedern;8750;02;Glarus;1632;GL;9.041211157102193;47.04955972791287;de;2008-07-01
Klöntal;8750;03;Glarus;1632;GL;8.967118299113062;47.01328151748891;de;2008-07-01
Netstal;8754;00;Glarus;1632;GL;9.050996050242492;47.06602582817747;de;2008-07-01
Ennenda;8755;00;Glarus;1632;GL;9.09783533770983;47.04391777194591;de;2008-07-01
Zug;6300;00;Baar;1701;ZG;8.500370073295585;47.18617801624389;de;2008-07-01
Steinhausen;6312;00;Baar;1701;ZG;8.502596736422827;47.19211405297284;de;2008-07-01
Neuägeri;6314;01;Baar;1701;ZG;8.559960409209985;47.153643725258185;de;2008-07-01
Allenwinden;6319;00;Baar;1701;ZG;8.548265486836607;47.16415499109804;de;2008-07-01
Baar;6340;00;Baar;1701;ZG;8.536667278864805;47.19776624333265;de;2008-07-01
Neuheim;6345;00;Baar;1701;ZG;8.562367745995001;47.20405533014112;de;2008-07-01
Cham;6330;00;Cham;1702;ZG;8.45314792658592;47.196181120474044;de;2008-07-01
Hünenberg;6331;00;Cham;1702;ZG;8.416668579927341;47.22315788361924;de;2008-07-01
Hagendorn;6332;00;Cham;1702;ZG;8.429270090104126;47.20916721967187;de;2008-07-01
Mühlau;5642;00;Hünenberg;1703;ZG;8.397700215188221;47.22910035013257;de;2008-07-01
Hünenberg;6331;00;Hünenberg;1703;ZG;8.420843934410355;47.17733094558901;de;2008-07-01
Hagendorn;6332;00;Hünenberg;1703;ZG;8.42317473721084;47.20199174721638;de;2008-07-01
Hünenberg See;6333;00;Hünenberg;1703;ZG;8.445852265345092;47.17088336602578;de;2008-07-01
Menzingen;6313;00;Menzingen;1704;ZG;8.598352162373674;47.17038476852646;de;2008-07-01
Menzingen;6313;00;Menzingen;1704;ZG;8.636387870254394;47.170363593068245;de;2008-07-01
Edlibach;6313;02;Menzingen;1704;ZG;8.57339899351964;47.18055697339035;de;2008-07-01
Finstersee;6313;03;Menzingen;1704;ZG;8.637387868973972;47.16429757852332;de;2008-07-01
Neuägeri;6314;01;Menzingen;1704;ZG;8.564133735939997;47.153185555252975;de;2008-07-01
Alosen;6315;02;Menzingen;1704;ZG;8.65253174687016;47.15440720706248;de;2008-07-01
Menzingen;6313;00;Neuheim;1705;ZG;8.607530428398151;47.19705770874842;de;2008-07-01
Baar;6340;00;Neuheim;1705;ZG;8.560666667096346;47.18997713934861;de;2008-07-01
Sihlbrugg;6340;04;Neuheim;1705;ZG;8.579308754868833;47.216175169065764;de;2008-07-01
Neuheim;6345;00;Neuheim;1705;ZG;8.584103484463236;47.20104682611179;de;2008-07-01
Unterägeri;6314;00;Oberägeri;1706;ZG;8.60547127008979;47.1180882267263;de;2008-07-01
Oberägeri;6315;00;Oberägeri;1706;ZG;8.611665863772878;47.13765687416165;de;2008-07-01
Alosen;6315;02;Oberägeri;1706;ZG;8.65196582722943;47.14418255843641;de;2008-07-01
Morgarten;6315;03;Oberägeri;1706;ZG;8.64974299689938;47.109693701594374;de;2008-07-01
Sattel;6417;00;Oberägeri;1706;ZG;8.614028093504995;47.0986317725788;de;2008-07-01
Rothenthurm;6418;00;Oberägeri;1706;ZG;8.665275303387372;47.12083994302463;de;2008-07-01
Bennau;8836;00;Oberägeri;1706;ZG;8.68874341730573;47.15443319489662;de;2008-07-01
Rotkreuz;6343;00;Risch;1707;ZG;8.43285172402192;47.14492259307173;de;2008-07-01
Buonas;6343;02;Risch;1707;ZG;8.457053827877981;47.13961685243759;de;2008-07-01
Risch;6343;03;Risch;1707;ZG;8.458743095088892;47.1244179730361;de;2008-07-01
Holzhäusern ZG;6343;04;Risch;1707;ZG;8.441223833958093;47.152099239255335;de;2008-07-01
Steinhausen;6312;00;Steinhausen;1708;ZG;8.487953302113096;47.197955908251785;de;2008-07-01
Cham;6330;00;Steinhausen;1708;ZG;8.476280941931138;47.206469850798754;de;2008-07-01
Unterägeri;6314;00;Unterägeri;1709;ZG;8.58150832101754;47.1177806217968;de;2008-07-01
Neuägeri;6314;01;Unterägeri;1709;ZG;8.562226187202684;47.14891945053689;de;2008-07-01
Oberägeri;6315;00;Unterägeri;1709;ZG;8.591988853693817;47.14748827879928;de;2008-07-01
Walchwil;6318;00;Walchwil;1710;ZG;8.534494341444685;47.104398726357005;de;2008-07-01
Zug;6300;00;Zug;1711;ZG;8.526918354507854;47.16918811466173;de;2008-07-01
Zugerberg;6300;05;Zug;1711;ZG;8.5283047837592;47.141886879457005;de;2008-07-01
Neuägeri;6314;01;Zug;1711;ZG;8.556528673234842;47.15111771899249;de;2008-07-01
Oberwil b. Zug;6317;00;Zug;1711;ZG;8.507023488309239;47.135662891107316;de;2008-07-01
Walchwil;6318;00;Zug;1711;ZG;8.570102290339294;47.08691718123566;de;2008-07-01
Cham;6330;00;Zug;1711;ZG;8.478102400950839;47.18388591458857;de;2008-07-01
Baar;6340;00;Zug;1711;ZG;8.51268591153075;47.18419386917387;de;2008-07-01
Châtillon FR;1473;02;Châtillon (FR);2008;FR;6.831179619128059;46.83014473439008;fr;2008-07-01
Cugy FR;1482;00;Cugy (FR);2011;FR;6.894496043678997;46.80937238631897;fr;2008-07-01
Vesin;1483;03;Cugy (FR);2011;FR;6.870766694310384;46.804674153630124;fr;2008-07-01
Fétigny;1532;00;Fétigny;2016;FR;6.913703325403864;46.793551964492984;fr;2008-07-01
Gletterens;1544;00;Gletterens;2022;FR;6.936627955818856;46.90018899605779;fr;2008-07-01
Estavayer-le-Lac;1470;00;Lully (FR);2025;FR;6.8487539803723925;46.83829647219007;fr;2008-07-01
Lully FR;1470;02;Lully (FR);2025;FR;6.849095411324242;46.82951070016607;fr;2008-07-01
Seiry;1470;03;Lully (FR);2025;FR;6.836446848125385;46.81525306540532;fr;2008-07-01
Bollion;1470;04;Lully (FR);2025;FR;6.824854041350631;46.81632207644261;fr;2008-07-01
Ménières;1533;00;Ménières;2027;FR;6.889986897018278;46.78551305816465;fr;2008-07-01
Corcelles-près-Payerne;1562;00;Montagny (FR);2029;FR;6.965516554494489;46.827247033788026;fr;2008-07-01
Cousset;1774;00;Montagny (FR);2029;FR;6.972203835880315;46.81418100843291;fr;2008-07-01
Cousset;1774;00;Montagny (FR);2029;FR;6.971132152120323;46.826745953960895;fr;2008-07-01
Montagny-les-Monts;1774;02;Montagny (FR);2029;FR;6.9926636995002305;46.80264531078321;fr;2008-07-01
Mannens;1775;02;Montagny (FR);2029;FR;6.970389559441836;46.79849716564252;fr;2008-07-01
Grandsivaz;1775;03;Montagny (FR);2029;FR;6.980331947526423;46.78594355911959;fr;2008-07-01
Montagny-la-Ville;1776;00;Montagny (FR);2029;FR;7.002758863448131;46.820241869461654;fr;2008-07-01
Nuvilly;1485;00;Nuvilly;2035;FR;6.8365679880397145;46.78622833215121;fr;2008-07-01
Prévondavaux;1410;04;Prévondavaux;2038;FR;6.803338497047805;46.7316393547737;fr;2008-07-01
St-Aubin FR;1566;00;Saint-Aubin (FR);2041;FR;6.978098472886821;46.89157668879292;fr;2008-07-01
Les Friques;1566;02;Saint-Aubin (FR);2041;FR;6.994361006403356;46.896402552942185;fr;2008-07-01
Sévaz;1541;03;Sévaz;2043;FR;6.871234568946525;46.839273253867525;fr;2008-07-01
Seigneux;1525;02;Surpierre;2044;FR;6.863221685518929;46.72822705222023;fr;2008-07-01
Villeneuve FR;1527;00;Surpierre;2044;FR;6.866824235119823;46.74421588624859;fr;2008-07-01
Surpierre;1528;00;Surpierre;2044;FR;6.855497004774992;46.74864437908856;fr;2008-07-01
Praratoud;1528;02;Surpierre;2044;FR;6.843753636468936;46.735073368745205;fr;2008-07-01
Cheiry;1529;00;Surpierre;2044;FR;6.833572061554754;46.74799646277024;fr;2008-07-01
Chapelle (Broye);1534;02;Surpierre;2044;FR;6.84864420026973;46.766218710162235;fr;2008-07-01
Vallon;1565;02;Vallon;2045;FR;6.953972003717862;46.886484160324706;fr;2008-07-01
Montet (Broye);1483;00;Les Montets;2050;FR;6.864963355114625;46.816180418364674;fr;2008-07-01
Frasses;1483;02;Les Montets;2050;FR;6.868123670686116;46.82704947876363;fr;2008-07-01
Aumont;1484;00;Les Montets;2050;FR;6.857192916314141;46.79594413545758;fr;2008-07-01
Granges-de-Vesin;1484;02;Les Montets;2050;FR;6.842651921742964;46.81228512534639;fr;2008-07-01
Sassel;1534;00;Les Montets;2050;FR;6.865769552073023;46.788767861027324;fr;2008-07-01
Delley;1567;00;Delley-Portalban;2051;FR;6.970077216660819;46.91284340774857;fr;2008-07-01
Portalban;1568;00;Delley-Portalban;2051;FR;6.953454722355994;46.91026156824086;fr;2008-07-01
Dompierre FR;1563;00;Belmont-Broye;2053;FR;6.992315792037977;46.857120613893;fr;2008-07-01
Domdidier;1564;00;Belmont-Broye;2053;FR;7.010648204523422;46.86090808779541;fr;2008-07-01
Avenches;1580;00;Belmont-Broye;2053;FR;7.031628071954833;46.87317384835931;fr;2008-07-01
Oleyres;1580;02;Belmont-Broye;2053;FR;7.033591749257017;46.86039607680052;fr;2008-07-01
Grolley;1772;00;Belmont-Broye;2053;FR;7.052854679329853;46.83906168479205;fr;2008-07-01
Léchelles;1773;00;Belmont-Broye;2053;FR;7.022193213526848;46.82908943091914;fr;2008-07-01
Chandon;1773;02;Belmont-Broye;2053;FR;7.039834540034791;46.84171657355058;fr;2008-07-01
Russy;1773;03;Belmont-Broye;2053;FR;7.0052991352224785;46.840541055742335;fr;2008-07-01
Montagny-la-Ville;1776;00;Belmont-Broye;2053;FR;6.993000470660882;46.83359110480252;fr;2008-07-01
Estavayer-le-Lac;1470;00;Estavayer;2054;FR;6.858756217489277;46.84977672464103;fr;2008-07-01
Font;1473;00;Estavayer;2054;FR;6.822758295527486;46.83790985484586;fr;2008-07-01
Font;1473;00;Estavayer;2054;FR;6.837695815747955;46.825027291912384;fr;2008-07-01
Autavaux;1475;00;Estavayer;2054;FR;6.875739280152896;46.86520489287608;fr;2008-07-01
Forel FR;1475;02;Estavayer;2054;FR;6.896671102094286;46.875396973606534;fr;2008-07-01
Montbrelloz;1475;03;Estavayer;2054;FR;6.887960717581053;46.85412778160094;fr;2008-07-01
Vuissens;1486;00;Estavayer;2054;FR;6.767576790452186;46.73166883850448;fr;2008-07-01
Murist;1489;00;Estavayer;2054;FR;6.810009327439008;46.794999563289345;fr;2008-07-01
Bussy FR;1541;00;Estavayer;2054;FR;6.892643156893195;46.834665941516356;fr;2008-07-01
Morens FR;1541;02;Estavayer;2054;FR;6.904258008044981;46.843965890700495;fr;2008-07-01
Rueyres-les-Prés;1542;00;Estavayer;2054;FR;6.911654353225115;46.85651213983287;fr;2008-07-01
Cheyres;1468;00;Cheyres-Châbles;2055;FR;6.787105463112775;46.80824438882345;fr;2008-07-01
Châbles FR;1474;00;Cheyres-Châbles;2055;FR;6.810848513970249;46.822015705227;fr;2008-07-01
Billens;1681;00;Billens-Hennens;2063;FR;6.896926206510916;46.690790965507645;fr;2008-07-01
Hennens;1681;02;Billens-Hennens;2063;FR;6.878335779118586;46.68225080978505;fr;2008-07-01
Le Châtelard-près-Romont;1689;00;Le Châtelard;2067;FR;6.998644627544412;46.67428126236133;fr;2008-07-01
Châtonnaye;1553;00;Châtonnaye;2068;FR;6.948825027094905;46.75004941618306;fr;2008-07-01
Grangettes-près-Romont;1686;00;Grangettes;2079;FR;6.977673775584626;46.67092372099179;fr;2008-07-01
Massonnens;1692;00;Massonnens;2086;FR;6.977455903563953;46.69874473975919;fr;2008-07-01
Romont FR;1680;00;Mézières (FR);2087;FR;6.935215088696855;46.691515962761194;fr;2008-07-01
Berlens;1680;02;Mézières (FR);2087;FR;6.9499445519447205;46.69448425268941;fr;2008-07-01
Mézières FR;1684;00;Mézières (FR);2087;FR;6.927572177592772;46.68036628632819;fr;2008-07-01
Romont FR;1680;00;Romont (FR);2096;FR;6.924048421607157;46.69704916899403;fr;2008-07-01
Vulliens;1085;00;Rue;2097;FR;6.804285074610987;46.64416500643408;fr;2008-07-01
Chapelle (Glâne);1608;04;Rue;2097;FR;6.837967846650677;46.58680526162939;fr;2008-07-01
Promasens;1673;00;Rue;2097;FR;6.822539156128932;46.60348335221503;fr;2008-07-01
Gillarens;1673;02;Rue;2097;FR;6.824659654860203;46.5852932332587;fr;2008-07-01
Auboranges;1673;03;Rue;2097;FR;6.804439698108286;46.58462565737881;fr;2008-07-01
Ecublens FR;1673;04;Rue;2097;FR;6.807994214968186;46.608078097110514;fr;2008-07-01
Rue;1673;05;Rue;2097;FR;6.823715864901781;46.62204411661485;fr;2008-07-01
Blessens;1675;02;Rue;2097;FR;6.838891452751442;46.60832344864602;fr;2008-07-01
Chavannes-les-Forts;1676;00;Siviriez;2099;FR;6.8957040343998575;46.65091543113307;fr;2008-07-01
Prez-vers-Siviriez;1677;00;Siviriez;2099;FR;6.874079061645916;46.635009023272204;fr;2008-07-01
Siviriez;1678;00;Siviriez;2099;FR;6.878360143389;46.66183904524341;fr;2008-07-01
Villaraboud;1679;00;Siviriez;2099;FR;6.913441462734238;46.65636156084833;fr;2008-07-01
Romont FR;1680;00;Siviriez;2099;FR;6.894169453390604;46.67279082824569;fr;2008-07-01
Ursy;1670;00;Ursy;2102;FR;6.836359714709934;46.63473019347422;fr;2008-07-01
Bionnens;1670;02;Ursy;2102;FR;6.855410025715259;46.63536328194456;fr;2008-07-01
Esmonts;1670;03;Ursy;2102;FR;6.84702540778842;46.64533757026539;fr;2008-07-01
Vuarmarens;1674;00;Ursy;2102;FR;6.828673336468822;46.6477583526065;fr;2008-07-01
Montet (Glâne);1674;02;Ursy;2102;FR;6.811097772146702;46.64011449964492;fr;2008-07-01
Morlens;1674;03;Ursy;2102;FR;6.838901230544938;46.65531213616941;fr;2008-07-01
Vauderens;1675;00;Ursy;2102;FR;6.850863171877736;46.62308547409453;fr;2008-07-01
Blessens;1675;02;Ursy;2102;FR;6.844044790656593;46.606773940501824;fr;2008-07-01
Mossel;1675;03;Ursy;2102;FR;6.862318074683877;46.615874399793924;fr;2008-07-01
Villariaz;1685;00;Vuisternens-devant-Romont;2113;FR;6.940527867560537;46.66497176798624;fr;2008-07-01
La Neirigue;1686;02;Vuisternens-devant-Romont;2113;FR;6.955137488015361;46.68278428430115;fr;2008-07-01
Vuisternens-devant-Romont;1687;00;Vuisternens-devant-Romont;2113;FR;6.9326065466710975;46.65093363491162;fr;2008-07-01
La Magne;1687;02;Vuisternens-devant-Romont;2113;FR;6.933465661540775;46.63809276950074;fr;2008-07-01
Estévenens;1687;03;Vuisternens-devant-Romont;2113;FR;6.9635785564725685;46.66615569437017;fr;2008-07-01
Sommentier;1688;00;Vuisternens-devant-Romont;2113;FR;6.915608107233685;46.63578143501332;fr;2008-07-01
Lieffrens;1688;02;Vuisternens-devant-Romont;2113;FR;6.897519108185705;46.631683904603406;fr;2008-07-01
La Joux FR;1697;00;Vuisternens-devant-Romont;2113;FR;6.934503194507822;46.626827024935636;fr;2008-07-01
Les Ecasseys;1697;02;Vuisternens-devant-Romont;2113;FR;6.9096491236174575;46.62082550817699;fr;2008-07-01
Villaz-St-Pierre;1690;00;Villorsonnens;2114;FR;6.973482649473886;46.723792300269274;fr;2008-07-01
Villarsiviriaux;1694;00;Villorsonnens;2114;FR;7.0206534186843434;46.68867357261428;fr;2008-07-01
Villargiroud;1694;02;Villorsonnens;2114;FR;7.0002061036219265;46.696463223948754;fr;2008-07-01
Orsonnens;1694;03;Villorsonnens;2114;FR;6.995617541536669;46.712941312746366;fr;2008-07-01
Chavannes-sous-Orsonnens;1694;04;Villorsonnens;2114;FR;6.991606020591845;46.72747557147774;fr;2008-07-01
Torny-le-Grand;1748;00;Torny;2115;FR;6.967676627642842;46.7692917558553;fr;2008-07-01
Middes;1749;00;Torny;2115;FR;6.948819909374406;46.77175435246544;fr;2008-07-01
Romont FR;1680;00;Villaz;2117;FR;6.939893241339794;46.706470508722205;fr;2008-07-01
Villaz-St-Pierre;1690;00;Villaz;2117;FR;6.9578759304149305;46.72079522299736;fr;2008-07-01
Lussy FR;1690;02;Villaz;2117;FR;6.939222565960869;46.71874644637814;fr;2008-07-01
Villarimboud;1691;00;Villaz;2117;FR;6.967066930890558;46.742614104654436;fr;2008-07-01
Albeuve;1669;00;Haut-Intyamon;2121;FR;7.024737318858675;46.50634771598768;fr;2008-07-01
Lessoc;1669;02;Haut-Intyamon;2121;FR;7.079192728109097;46.508243165781714;fr;2008-07-01
Les Sciernes-d'Albeuve;1669;03;Haut-Intyamon;2121;FR;7.0365512157047245;46.497013076815335;fr;2008-07-01
Neirivue;1669;04;Haut-Intyamon;2121;FR;7.0340053870135;46.5269236335301;fr;2008-07-01
Montbovon;1669;05;Haut-Intyamon;2121;FR;7.0042652902040095;46.468022573786946;fr;2008-07-01
Gumefens;1643;00;Pont-en-Ogoz;2122;FR;7.075037885719132;46.6772835128867;fr;2008-07-01
Avry-devant-Pont;1644;00;Pont-en-Ogoz;2122;FR;7.08408952939369;46.68534678580469;fr;2008-07-01
Le Bry;1645;00;Pont-en-Ogoz;2122;FR;7.081826663335612;46.700358874402774;fr;2008-07-01
Botterens;1652;00;Botterens;2123;FR;7.1147200430582656;46.61745348617492;fr;2008-07-01
Villarbeney;1652;02;Botterens;2123;FR;7.116882763789996;46.629354898827906;fr;2008-07-01
Broc;1636;00;Broc;2124;FR;7.125098285804206;46.59946290173775;fr;2008-07-01
Châtel-sur-Montsalvens;1653;03;Broc;2124;FR;7.117053081207839;46.61021947992051;fr;2008-07-01
Bulle;1630;00;Bulle;2125;FR;7.0075707797679705;46.59700425773574;fr;2008-07-01
La Tour-de-Trême;1635;00;Bulle;2125;FR;7.029611213595725;46.58647895857245;fr;2008-07-01
Le Pâquier-Montbarry;1661;00;Bulle;2125;FR;7.037259085789112;46.59998255439172;fr;2008-07-01
Châtel-sur-Montsalvens;1653;03;Châtel-sur-Montsalvens;2128;FR;7.12656708787958;46.6172862953939;fr;2008-07-01
Echarlens;1646;00;Corbières;2129;FR;7.090567890965203;46.66189915714763;fr;2008-07-01
Corbières;1647;00;Corbières;2129;FR;7.120237239834149;46.65636353105741;fr;2008-07-01
Villarvolard;1651;00;Corbières;2129;FR;7.123438992225609;46.64453075453618;fr;2008-07-01
Crésuz;1653;02;Crésuz;2130;FR;7.142056571270959;46.62201853460387;fr;2008-07-01
Vuadens;1628;00;Echarlens;2131;FR;7.029810440120403;46.631673743577025;fr;2008-07-01
Echarlens;1646;00;Echarlens;2131;FR;7.079606862536928;46.646748146768736;fr;2008-07-01
Grandvillard;1666;00;Grandvillard;2134;FR;7.107515304746323;46.52330884953985;fr;2008-07-01
La Tour-de-Trême;1635;00;Gruyères;2135;FR;7.004475077113535;46.56773415873187;fr;2008-07-01
Broc;1636;00;Gruyères;2135;FR;7.149249087968934;46.592721966206994;fr;2008-07-01
Le Pâquier-Montbarry;1661;00;Gruyères;2135;FR;7.068890057491763;46.5918185106492;fr;2008-07-01
Gruyères;1663;00;Gruyères;2135;FR;7.084663304362973;46.57989611842679;fr;2008-07-01
Pringy;1663;02;Gruyères;2135;FR;7.062624105073023;46.578660824234284;fr;2008-07-01
Epagny;1663;03;Gruyères;2135;FR;7.08583838906667;46.5885708159245;fr;2008-07-01
Moléson-sur-Gruyères;1663;04;Gruyères;2135;FR;7.023477456367994;46.556729657715586;fr;2008-07-01
La Roche FR;1634;00;Hauteville;2137;FR;7.140585118682112;46.67666202630725;fr;2008-07-01
Corbières;1647;00;Hauteville;2137;FR;7.12275506029623;46.662798840958466;fr;2008-07-01
Hauteville;1648;00;Hauteville;2137;FR;7.129037909579903;46.66922168438295;fr;2008-07-01
Charmey (Gruyère);1637;00;Jaun;2138;FR;7.206959495082403;46.57524941674431;fr;2008-07-01
Jaun;1656;00;Jaun;2138;FR;7.284801233320445;46.606880643735714;de;2008-07-01
Im Fang;1656;01;Jaun;2138;FR;7.2278113374596895;46.59331200963522;de;2008-07-01
Abländschen;1657;00;Jaun;2138;FR;7.294576073448362;46.58326981550628;de;2008-07-01
Schwarzsee;1716;03;Jaun;2138;FR;7.291487152757583;46.668675831068704;de;2008-07-01
Marsens;1633;00;Marsens;2140;FR;7.039564419493233;46.65677702940483;fr;2008-07-01
Vuippens;1633;02;Marsens;2140;FR;7.074174865021062;46.660769094937294;fr;2008-07-01
Morlon;1638;00;Morlon;2143;FR;7.087022821065826;46.6259807646476;fr;2008-07-01
La Tour-de-Trême;1635;00;Le Pâquier (FR);2145;FR;7.038328889023847;46.60585102448363;fr;2008-07-01
Le Pâquier-Montbarry;1661;00;Le Pâquier (FR);2145;FR;7.052387947084998;46.59110371274112;fr;2008-07-01
Pont-la-Ville;1649;00;Pont-la-Ville;2147;FR;7.113050070585026;46.701298878854935;fr;2008-07-01
