Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;BFS-Nr;Kantonskürzel;E;N;Sprache;Validity
Hofstetten ZH;8354;00;Schlatt (ZH);226;ZH;8.839626924959333;47.472810586424494;de;2008-07-01
Winterthur;8405;00;Schlatt (ZH);226;ZH;8.798589332845177;47.47151148016299;de;2008-07-01
Schlatt ZH;8418;00;Schlatt (ZH);226;ZH;8.818521402753836;47.47149138272518;de;2016-01-01
Seuzach;8472;00;Seuzach;227;ZH;8.724353074526844;47.53483566477892;de;2008-07-01
Bichelsee;8363;00;Turbenthal;228;ZH;8.92130422393863;47.434054819179245;de;2008-07-01
Turbenthal;8488;00;Turbenthal;228;ZH;8.875733867406934;47.43820962411587;de;2008-07-01
Wila;8492;00;Turbenthal;228;ZH;8.863807564380634;47.411514754649694;de;2008-07-01
Schmidrüti;8495;00;Turbenthal;228;ZH;8.907591682206352;47.41886250645404;de;2008-07-01
Kemptthal;8310;00;Winterthur;230;ZH;8.712190930070193;47.460093394159735;de;2008-07-01
Ricketwil (Winterthur);8352;02;Winterthur;230;ZH;8.79750344910202;47.48689690671149;de;2008-07-01
Winterthur;8400;00;Winterthur;230;ZH;8.729481588728078;47.48885146772;de;2008-07-01
Winterthur;8404;00;Winterthur;230;ZH;8.759223002774188;47.50747512122877;de;2008-07-01
Reutlingen (Winterthur);8404;02;Winterthur;230;ZH;8.750548477169053;47.52774315584786;de;2008-07-01
Stadel (Winterthur);8404;03;Winterthur;230;ZH;8.765223164027635;47.53819397959311;de;2008-07-01
Winterthur;8405;00;Winterthur;230;ZH;8.7782695854847;47.47754949775088;de;2008-07-01
Winterthur;8406;00;Winterthur;230;ZH;8.700625775994522;47.48322456555343;de;2008-07-01
Winterthur;8408;00;Winterthur;230;ZH;8.683342209696512;47.50773949707503;de;2008-07-01
Winterthur;8409;00;Winterthur;230;ZH;8.781455850529243;47.50982510535263;de;2008-07-01
Sennhof (Winterthur);8482;00;Winterthur;230;ZH;8.758044451427674;47.46734822705865;de;2008-07-01
Wiesendangen;8542;00;Winterthur;230;ZH;8.777761479874679;47.53164821562131;de;2008-07-01
Rickenbach Sulz;8545;01;Winterthur;230;ZH;8.782573524140554;47.53516521303523;de;2008-07-01
Kollbrunn;8483;00;Zell (ZH);231;ZH;8.785673936745717;47.45513703148285;de;2008-07-01
Rikon im Tösstal;8486;00;Zell (ZH);231;ZH;8.804925341810984;47.449872414813875;de;2008-07-01
Zell ZH;8487;00;Zell (ZH);231;ZH;8.831119400334869;47.45175151643375;de;2008-07-01
Rämismühle;8487;01;Zell (ZH);231;ZH;8.818467439713086;47.44034860675677;de;2008-07-01
Aesch ZH;8904;00;Aesch (ZH);241;ZH;8.435471511392032;47.335480443413395;de;2008-07-01
Uitikon Waldegg;8142;00;Birmensdorf (ZH);242;ZH;8.465289722474758;47.35585979796093;de;2008-07-01
Birmensdorf ZH;8903;00;Birmensdorf (ZH);242;ZH;8.439581720203057;47.35195843805648;de;2008-07-01
Dietikon;8953;00;Dietikon;243;ZH;8.398141750747978;47.40004401146718;de;2008-07-01
Fahrweid;8951;00;Geroldswil;244;ZH;8.410120111262122;47.41493835080796;de;2008-07-01
Geroldswil;8954;00;Geroldswil;244;ZH;8.413091339224973;47.42290857865339;de;2008-07-01
Oberengstringen;8102;00;Oberengstringen;245;ZH;8.46503601621043;47.41132082251315;de;2008-07-01
Oetwil an der Limmat;8955;00;Oetwil an der Limmat;246;ZH;8.392886637349145;47.42949539077371;de;2008-07-01
Urdorf;8902;00;Schlieren;247;ZH;8.435109162562297;47.39065083422077;de;2008-07-01
Schlieren;8952;00;Schlieren;247;ZH;8.449624211908466;47.394197635780515;de;2008-07-01
Uitikon Waldegg;8142;00;Uitikon;248;ZH;8.45485947771037;47.366697120448336;de;2008-07-01
Uetliberg;8143;02;Uitikon;248;ZH;8.48598066603939;47.353559224338134;de;2008-07-01
Unterengstringen;8103;00;Unterengstringen;249;ZH;8.444449408397965;47.41124152035877;de;2008-07-01
Fahrweid;8951;00;Unterengstringen;249;ZH;8.414648243526338;47.4042799270901;de;2008-07-01
Urdorf;8902;00;Urdorf;250;ZH;8.423872439700938;47.382141356365096;de;2008-07-01
Weiningen ZH;8104;00;Weiningen (ZH);251;ZH;8.437162959630145;47.421621188805894;de;2008-07-01
Fahrweid;8951;00;Weiningen (ZH);251;ZH;8.415124877557028;47.40761677394007;de;2008-07-01
Zürich;8001;00;Zürich;261;ZH;8.541367614572195;47.37293396898069;de;2008-07-01
Zürich;8002;00;Zürich;261;ZH;8.531300730866354;47.360172437940406;de;2008-07-01
Zürich;8003;00;Zürich;261;ZH;8.51614210789703;47.37257856739081;de;2008-07-01
Zürich;8004;00;Zürich;261;ZH;8.52337031414391;47.3779991514411;de;2008-07-01
Zürich;8005;00;Zürich;261;ZH;8.520684105083072;47.38676633360312;de;2008-07-01
Zürich;8006;00;Zürich;261;ZH;8.543174739411576;47.38576567115706;de;2008-07-01
Zürich;8008;00;Zürich;261;ZH;8.562641486858126;47.35624521318542;de;2008-07-01
Zürich;8032;00;Zürich;261;ZH;8.564438726283763;47.36668879491585;de;2008-07-01
Zürich;8037;00;Zürich;261;ZH;8.524261806646647;47.3984949048226;de;2008-07-01
Zürich;8038;00;Zürich;261;ZH;8.531490726907995;47.340197229168844;de;2008-07-01
Zürich;8041;00;Zürich;261;ZH;8.51566433066153;47.33605960304109;de;2008-07-01
Zürich;8044;00;Zürich;261;ZH;8.572830342131576;47.38041487890491;de;2008-07-01
Zürich;8045;00;Zürich;261;ZH;8.505708096143717;47.35161517317756;de;2008-07-01
Zürich;8046;00;Zürich;261;ZH;8.508278676032017;47.422177379352476;de;2008-07-01
Zürich;8047;00;Zürich;261;ZH;8.48702183633808;47.37389232987506;de;2008-07-01
Zürich;8048;00;Zürich;261;ZH;8.483871092050235;47.386746843988185;de;2008-07-01
Zürich;8049;00;Zürich;261;ZH;8.500466748245014;47.40869838778324;de;2008-07-01
Zürich;8050;00;Zürich;261;ZH;8.550802019041287;47.41193800921026;de;2008-07-01
Zürich;8051;00;Zürich;261;ZH;8.578819309116739;47.399651012842575;de;2008-07-01
Zürich;8052;00;Zürich;261;ZH;8.54064319433929;47.42446413848374;de;2008-07-01
Zürich;8053;00;Zürich;261;ZH;8.597418711698632;47.36128969479881;de;2008-07-01
Zürich;8055;00;Zürich;261;ZH;8.490292041721137;47.364188801410705;de;2008-07-01
Zürich;8057;00;Zürich;261;ZH;8.54739260756406;47.399925838858;de;2008-07-01
Zürich;8064;00;Zürich;261;ZH;8.485247272811623;47.39865759486881;de;2008-07-01
Zollikerberg;8125;00;Zürich;261;ZH;8.602249771202525;47.35110810338131;de;2008-07-01
Adliswil;8134;00;Zürich;261;ZH;8.529323757896245;47.32710267168554;de;2008-07-01
Uitikon Waldegg;8142;00;Zürich;261;ZH;8.468942954458953;47.3652676495861;de;2008-07-01
Uetliberg;8143;02;Zürich;261;ZH;8.492029625639969;47.34965256342063;de;2008-07-01
Glattbrugg;8152;00;Zürich;261;ZH;8.553773077830575;47.430049859050136;de;2008-07-01
Schlieren;8952;00;Zürich;261;ZH;8.467768802837213;47.401167559509105;de;2008-07-01
Andelfingen;8450;00;Andelfingen;291;ZH;8.675343203557901;47.594716181552336;de;2008-07-01
Adlikon b. Andelfingen;8452;00;Andelfingen;291;ZH;8.704986013834539;47.57685818851976;de;2008-07-01
Humlikon;8457;00;Andelfingen;291;ZH;8.675924419927403;47.574854254840886;de;2008-07-01
Waltalingen;8468;00;Stammheim;292;ZH;8.766981680141667;47.62082941247906;de;2008-07-01
Guntalingen;8468;02;Stammheim;292;ZH;8.75965773610412;47.635397885963556;de;2008-07-01
Unterstammheim;8476;00;Stammheim;292;ZH;8.789716854735063;47.647642608111745;de;2008-07-01
Oberstammheim;8477;00;Stammheim;292;ZH;8.804789009151639;47.628434769154055;de;2008-07-01
Wilen b. Neunforn;8525;02;Stammheim;292;ZH;8.795442698328703;47.60371596851536;de;2008-07-01
Au ZH;8804;00;Wädenswil;293;ZH;8.644938275686831;47.24392572814526;de;2008-07-01
Wädenswil;8820;00;Wädenswil;293;ZH;8.654982935946654;47.220617464743434;de;2008-07-01
Schönenberg ZH;8824;00;Wädenswil;293;ZH;8.640729073116836;47.19253440080064;de;2008-07-01
Hütten;8825;00;Wädenswil;293;ZH;8.658792836596717;47.17352875587666;de;2008-07-01
Elgg;8353;00;Elgg;294;ZH;8.860671468684343;47.49072469942852;de;2008-07-01
Hofstetten ZH;8354;00;Elgg;294;ZH;8.857521015708077;47.46983794288288;de;2008-07-01
Dickbuch;8354;01;Elgg;294;ZH;8.832573770622089;47.496458991061075;de;2018-01-01
Aadorf;8355;00;Elgg;294;ZH;8.892249056750599;47.49195781995203;de;2008-07-01
Hagenbuch ZH;8523;00;Elgg;294;ZH;8.890581414379442;47.50138320400693;de;2008-07-01
Sihlbrugg;6340;04;Horgen;295;ZH;8.572410565473275;47.233632714762344;de;2008-07-01
Sihlbrugg Station;8135;02;Horgen;295;ZH;8.57333328578839;47.24335528832161;de;2008-07-01
Sihlwald;8135;03;Horgen;295;ZH;8.554398035898345;47.25830126132896;de;2008-07-01
Horgen;8810;00;Horgen;295;ZH;8.61259220109862;47.24636649888858;de;2008-07-01
Horgenberg;8815;00;Horgen;295;ZH;8.584016755685369;47.247152750021534;de;2008-07-01
Hirzel;8816;00;Horgen;295;ZH;8.60198849889764;47.22034622044875;de;2008-07-01
Hausen am Albis;8915;00;Horgen;295;ZH;8.544735751557939;47.25108080048243;de;2008-07-01
Effretikon;8307;00;Illnau-Effretikon;296;ZH;8.692021931829046;47.42487278870717;de;2008-07-01
Ottikon b. Kemptthal;8307;02;Illnau-Effretikon;296;ZH;8.725504192240637;47.42997995533071;de;2008-07-01
Illnau;8308;00;Illnau-Effretikon;296;ZH;8.725785866471421;47.40887276485167;de;2008-07-01
Agasul;8308;02;Illnau-Effretikon;296;ZH;8.740339768233849;47.42594212595848;de;2008-07-01
Kyburg;8314;00;Illnau-Effretikon;296;ZH;8.74150583719869;47.45230578461516;de;2008-07-01
Sennhof (Winterthur);8482;00;Illnau-Effretikon;296;ZH;8.753626093730196;47.46619042203394;de;2008-07-01
Kollbrunn;8483;00;Illnau-Effretikon;296;ZH;8.765706461189819;47.45071595146076;de;2008-07-01
Saland;8493;00;Bauma;297;ZH;8.8625658587116;47.38903649927022;de;2008-07-01
Bauma;8494;00;Bauma;297;ZH;8.89180038463007;47.366327570084565;de;2008-07-01
Sternenberg;8499;00;Bauma;297;ZH;8.910297669797988;47.38986051198988;de;2008-07-01
Wiesendangen;8542;00;Wiesendangen;298;ZH;8.787994755833644;47.52267451367084;de;2008-07-01
Bertschikon;8543;00;Wiesendangen;298;ZH;8.82972583947176;47.52595237812836;de;2008-07-01
Gundetswil;8543;01;Wiesendangen;298;ZH;8.821899029902088;47.53914736431401;de;2008-07-01
Kefikon ZH;8543;02;Wiesendangen;298;ZH;8.828302355034047;47.54816762241359;de;2008-07-01
Attikon;8544;00;Wiesendangen;298;ZH;8.800506926418349;47.537221712424206;de;2008-07-01
Menzengrüt;8546;03;Wiesendangen;298;ZH;8.817327128915217;47.54886813827784;de;2008-07-01
Lyss;3250;00;Aarberg;301;BE;7.307383368377073;47.05451313160613;de;2008-07-01
Seedorf BE;3267;00;Aarberg;301;BE;7.2959532808487415;47.039124739827436;de;2008-07-01
Aarberg;3270;00;Aarberg;301;BE;7.2832027341087295;47.04424228406155;de;2008-07-01
Kappelen;3273;00;Aarberg;301;BE;7.273561469787404;47.05645740864104;de;2008-07-01
Bargen BE;3282;00;Bargen (BE);302;BE;7.250358579870106;47.03524155036585;de;2008-07-01
Kallnach;3283;00;Bargen (BE);302;BE;7.230048949667799;47.0341868807404;de;2008-07-01
Grossaffoltern;3257;00;Grossaffoltern;303;BE;7.366461379214802;47.06859996441392;de;2008-07-01
Ammerzwil BE;3257;01;Grossaffoltern;303;BE;7.342602594338817;47.07314889510013;de;2008-07-01
Suberg;3262;00;Grossaffoltern;303;BE;7.339581726113669;47.0551943297501;de;2008-07-01
Golaten;3207;02;Kallnach;304;BE;7.2369888571957866;46.986732071162216;de;2008-07-01
Treiten;3226;00;Kallnach;304;BE;7.177127995333984;47.00053489135129;de;2008-07-01
Kallnach;3283;00;Kallnach;304;BE;7.220121788082482;47.01520834817225;de;2008-07-01
Niederried b. Kallnach;3283;02;Kallnach;304;BE;7.227852186046884;46.999073612731586;de;2008-07-01
Lyss;3250;00;Kappelen;305;BE;7.292484131896443;47.07483736543641;de;2008-07-01
Worben;3252;00;Kappelen;305;BE;7.299054714616328;47.09366730226035;de;2008-07-01
Kappelen;3273;00;Kappelen;305;BE;7.277648705687224;47.07567019149244;de;2008-07-01
Studen BE;2557;00;Lyss;306;BE;7.315620108467383;47.10958800372839;de;2008-07-01
Lyss;3250;00;Lyss;306;BE;7.310750383589735;47.07539952659817;de;2008-07-01
Busswil BE;3292;00;Lyss;306;BE;7.3219415981089435;47.10062196320126;de;2011-09-01
Ortschwaben;3042;00;Meikirch;307;BE;7.399411041825423;46.99215673888866;de;2008-07-01
Meikirch;3045;00;Meikirch;307;BE;7.372286937837788;47.00926179093543;de;2008-07-01
Wahlendorf;3046;00;Meikirch;307;BE;7.340274272220185;47.009466644754326;de;2008-07-01
Detligen;3036;00;Radelfingen;309;BE;7.26863653077963;46.990351976706044;de;2008-07-01
Radelfingen b. Aarberg;3271;00;Radelfingen;309;BE;7.2716469098133425;47.01863597356705;de;2008-07-01
Lätti;3053;05;Rapperswil (BE);310;BE;7.430316310339151;47.03861093814943;de;2008-07-01
Wengi b. Büren;3251;00;Rapperswil (BE);310;BE;7.412194484023827;47.079579764196914;de;2008-07-01
Ruppoldsried;3251;02;Rapperswil (BE);310;BE;7.425228009041462;47.089583918545515;de;2008-07-01
Messen;3254;00;Rapperswil (BE);310;BE;7.435392848353127;47.09570002028675;de;2008-07-01
Rapperswil BE;3255;00;Rapperswil (BE);310;BE;7.413350037362285;47.06649003938901;de;2008-07-01
Dieterswil;3256;00;Rapperswil (BE);310;BE;7.430634873491827;47.05097609261757;de;2008-07-01
Bangerten b. Dieterswil;3256;02;Rapperswil (BE);310;BE;7.448073105086649;47.0571944336942;de;2008-07-01
Seewil;3256;03;Rapperswil (BE);310;BE;7.410521139908344;47.04633133590422;de;2008-07-01
Münchenbuchsee;3053;00;Schüpfen;311;BE;7.426454764718894;47.03175311900124;de;2008-07-01
Schüpfen;3054;00;Schüpfen;311;BE;7.377423197735282;47.03547350613779;de;2008-07-01
Frieswil;3035;00;Seedorf (BE);312;BE;7.2855295268985945;46.994252162243825;de;2008-07-01
Wiler b. Seedorf;3266;00;Seedorf (BE);312;BE;7.317348810595046;47.04908617558513;de;2008-07-01
Seedorf BE;3267;00;Seedorf (BE);312;BE;7.324005751528802;47.02360411524312;de;2008-07-01
Lobsigen;3268;00;Seedorf (BE);312;BE;7.298750057545109;47.01679760592106;de;2008-07-01
Aarberg;3270;00;Seedorf (BE);312;BE;7.276343007012979;47.031126504817685;de;2008-07-01
Aarwangen;4912;00;Aarwangen;321;BE;7.767285610361591;47.23685983989042;de;2008-07-01
Bützberg;4922;00;Aarwangen;321;BE;7.738432487395627;47.22261401829035;de;2008-07-01
Rohrbach;4938;00;Auswil;322;BE;7.8113761780518605;47.14196515519048;de;2008-07-01
Auswil;4944;00;Auswil;322;BE;7.838559405799072;47.13585944585622;de;2008-07-01
Aarwangen;4912;00;Bannwil;323;BE;7.754516845073691;47.24589842722201;de;2008-07-01
Bannwil;4913;00;Bannwil;323;BE;7.728819696120524;47.23775710314468;de;2008-07-01
Bleienbach;3368;00;Bleienbach;324;BE;7.760363814724041;47.18302833036298;de;2008-07-01
Busswil b. Melchnau;4917;02;Busswil bei Melchnau;325;BE;7.8308456348896724;47.18756529565772;de;2008-07-01
Gondiswil;4955;00;Gondiswil;326;BE;7.866816043499907;47.14645668825434;de;2008-07-01
Langenthal;4900;00;Langenthal;329;BE;7.795119421893569;47.21754250577482;de;2008-07-01
Untersteckholz;4916;00;Langenthal;329;BE;7.84395383278991;47.20587623552831;de;2008-07-01
Obersteckholz;4924;00;Langenthal;329;BE;7.825584627952217;47.20101212791876;de;2008-07-01
Bleienbach;3368;00;Lotzwil;331;BE;7.765590287251402;47.19010214585655;de;2008-07-01
Lotzwil;4932;00;Lotzwil;331;BE;7.791833951992628;47.18865025109903;de;2008-07-01
Reisiswil;4919;00;Madiswil;332;BE;7.832666063934672;47.15955550512636;de;2008-07-01
Gutenburg;4932;02;Madiswil;332;BE;7.799164769391351;47.18183103096178;de;2008-07-01
Madiswil;4934;00;Madiswil;332;BE;7.80171451526361;47.16229868111261;de;2008-07-01
Leimiswil;4935;00;Madiswil;332;BE;7.770493756189478;47.15402836681376;de;2008-07-01
Kleindietwil;4936;00;Madiswil;332;BE;7.790613404576761;47.141096476836914;de;2008-07-01
Melchnau;4917;00;Melchnau;333;BE;7.855954366299001;47.177543063102505;de;2008-07-01
Grossdietwil;6146;00;Melchnau;333;BE;7.876154286800843;47.16632812791454;de;2008-07-01
Altbüron;6147;00;Melchnau;333;BE;7.877103033007109;47.179186533337315;de;2008-07-01
Oeschenbach;4943;00;Oeschenbach;335;BE;7.744827711056867;47.11029029003528;de;2008-07-01
Reisiswil;4919;00;Reisiswil;336;BE;7.84186494869488;47.16110328093387;de;2008-07-01
Roggwil BE;4914;00;Roggwil (BE);337;BE;7.816069607676309;47.234629632842356;de;2008-07-01
Rohrbach;4938;00;Rohrbach;338;BE;7.809036893969926;47.133169123903336;de;2008-07-01
Rohrbachgraben;4938;02;Rohrbachgraben;339;BE;7.805154334227015;47.110324395843634;de;2008-07-01
Rütschelen;4933;00;Rütschelen;340;BE;7.771340657758386;47.172460300821164;de;2008-07-01
Schwarzhäusern;4911;00;Schwarzhäusern;341;BE;7.7658794491472625;47.25740156907251;de;2008-07-01
Bützberg;4922;00;Thunstetten;342;BE;7.747899564666754;47.21574949863675;de;2008-07-01
Thunstetten;4922;02;Thunstetten;342;BE;7.747853619193072;47.197910597031104;de;2008-07-01
Kleindietwil;4936;00;Ursenbach;344;BE;7.780713411277684;47.148000990426056;de;2008-07-01
Ursenbach;4937;00;Ursenbach;344;BE;7.762157150059789;47.128827234517026;de;2008-07-01
Walterswil BE;4942;00;Ursenbach;344;BE;7.7744126742256805;47.12361328783268;de;2008-07-01
Oeschenbach;4943;00;Ursenbach;344;BE;7.754931133087703;47.11869105382434;de;2008-07-01
Wynau;4923;00;Wynau;345;BE;7.807828160152428;47.25586729879088;de;2008-07-01
Bern;3004;00;Bern;351;BE;7.452531981828502;46.97914108077393;de;2008-07-01
Bern;3005;00;Bern;351;BE;7.44993155241516;46.93938995151568;de;2008-07-01
Bern;3006;00;Bern;351;BE;7.4713292726417;46.94584488997573;de;2008-07-01
Bern;3007;00;Bern;351;BE;7.434082174332771;46.939382535977714;de;2008-07-01
Bern;3008;00;Bern;351;BE;7.413897072124275;46.94510155637836;de;2008-07-01
Bern;3010;00;Bern;351;BE;7.424737508046147;46.9472804931131;de;2008-07-01
Bern;3011;00;Bern;351;BE;7.4479578342201815;46.947238948478;de;2008-07-01
Bern;3012;00;Bern;351;BE;7.42602808436516;46.96158371485951;de;2008-07-01
Bern;3013;00;Bern;351;BE;7.446200709077104;46.95620888545195;de;2008-07-01
Bern;3014;00;Bern;351;BE;7.458409753622696;46.96219966297377;de;2008-07-01
Bern;3015;00;Bern;351;BE;7.484798576126234;46.94018673699833;de;2008-07-01
Bern;3018;00;Bern;351;BE;7.389111779708185;46.93388884383211;de;2008-07-01
Bern;3019;00;Bern;351;BE;7.347951877445093;46.93098253370586;de;2008-07-01
Bern;3020;00;Bern;351;BE;7.320874186916734;46.93708041580086;de;2008-07-01
Bern;3027;00;Bern;351;BE;7.386897469094121;46.955450609060144;de;2008-07-01
Hinterkappelen;3032;00;Bern;351;BE;7.3900807214566875;46.96324153015321;de;2008-07-01
Herrenschwanden;3037;00;Bern;351;BE;7.430048724563443;46.97197720377775;de;2008-07-01
Worblaufen;3048;00;Bern;351;BE;7.468478735065584;46.97245805529222;de;2008-07-01
Ittigen;3063;00;Bern;351;BE;7.472105094303197;46.968351463987055;de;2008-07-01
Ostermundigen;3072;00;Bern;351;BE;7.479489912348707;46.967786264735075;de;2008-07-01
Gümligen;3073;00;Bern;351;BE;7.492594945110199;46.93878523855259;de;2008-07-01
Wabern;3084;00;Bern;351;BE;7.447503086508228;46.93154559738252;de;2008-07-01
Liebefeld;3097;00;Bern;351;BE;7.424243176055006;46.9343772192117;de;2008-07-01
Niederwangen b. Bern;3172;00;Bern;351;BE;7.381030608351089;46.9307493711422;de;2008-07-01
Bolligen;3065;00;Bolligen;352;BE;7.508338319561142;46.98412017023994;de;2008-07-01
Stettlen;3066;00;Bolligen;352;BE;7.529088812309802;46.96255651362501;de;2008-07-01
Krauchthal;3326;00;Bolligen;352;BE;7.535797498157853;46.996595044531304;de;2008-07-01
Bremgarten b. Bern;3047;00;Bremgarten bei Bern;353;BE;7.436054958910288;46.97712753619276;de;2008-07-01
Herrenschwanden;3037;00;Kirchlindach;354;BE;7.419803805151421;46.977209216107646;de;2008-07-01
Kirchlindach;3038;00;Kirchlindach;354;BE;7.415057733198257;46.999811238672734;de;2008-07-01
Ortschwaben;3042;00;Kirchlindach;354;BE;7.408587305221124;46.988587912639574;de;2008-07-01
Bern;3007;00;Köniz;355;BE;7.436299215207619;46.93369368263282;de;2008-07-01
Wabern;3084;00;Köniz;355;BE;7.4528872193052305;46.92168644781072;de;2008-07-01
Spiegel b. Bern;3095;00;Köniz;355;BE;7.43428490346745;46.924996543784765;de;2008-07-01
Liebefeld;3097;00;Köniz;355;BE;7.421047317493647;46.93088129612618;de;2008-07-01
Köniz;3098;00;Köniz;355;BE;7.434560390958204;46.91283517995606;de;2008-07-01
Köniz;3098;00;Köniz;355;BE;7.435906445733115;46.9302674796185;de;2008-07-01
Schliern b. Köniz;3098;01;Köniz;355;BE;7.427398431478582;46.906187217093695;de;2008-07-01
Gasel;3144;00;Köniz;355;BE;7.41409558495322;46.89586978562041;de;2008-07-01
Niederscherli;3145;00;Köniz;355;BE;7.394215946136369;46.88531390276568;de;2008-07-01
Mittelhäusern;3147;00;Köniz;355;BE;7.371439460398523;46.872748640944344;de;2008-07-01
Niederwangen b. Bern;3172;00;Köniz;355;BE;7.378096466981902;46.92170463016197;de;2008-07-01
Oberwangen b. Bern;3173;00;Köniz;355;BE;7.356022134743581;46.911896729910026;de;2008-07-01
Thörishaus;3174;00;Köniz;355;BE;7.348144577627455;46.90045531900756;de;2008-07-01
Gümligen;3073;00;Muri bei Bern;356;BE;7.507147204849357;46.93512507435477;de;2008-07-01
Muri b. Bern;3074;00;Muri bei Bern;356;BE;7.486372616685952;46.926604674194294;de;2008-07-01
Worb;3076;00;Muri bei Bern;356;BE;7.517527458678289;46.94224657321595;de;2008-07-01
Zimmerwald;3086;00;Oberbalm;357;BE;7.437719968746156;46.877400052102075;de;2008-07-01
Oberbalm;3096;00;Oberbalm;357;BE;7.410592928411477;46.86492534505196;de;2008-07-01
Niederscherli;3145;00;Oberbalm;357;BE;7.387814853143972;46.88150684204101;de;2008-07-01
Mittelhäusern;3147;00;Oberbalm;357;BE;7.386275618562813;46.856719905820725;de;2008-07-01
Stettlen;3066;00;Stettlen;358;BE;7.522495092690733;46.95295918740696;de;2008-07-01
Boll;3067;00;Stettlen;358;BE;7.536768669460585;46.9627330807329;de;2008-07-01
Worb;3076;00;Stettlen;358;BE;7.522460640471564;46.94335324571114;de;2008-07-01
Stettlen;3066;00;Vechigen;359;BE;7.549261735689651;46.97464420686276;de;2008-07-01
Boll;3067;00;Vechigen;359;BE;7.55228657079481;46.96957517041521;de;2008-07-01
Utzigen;3068;00;Vechigen;359;BE;7.584557824424414;46.966615786334394;de;2008-07-01
Worb;3076;00;Vechigen;359;BE;7.53324568927732;46.94238915089792;de;2008-07-01
Bigenthal;3513;00;Vechigen;359;BE;7.611977739257481;46.969250959153825;de;2008-07-01
